learnerId,trainingId,progressPercentage,averageScore,completedLessons,totalLessons,completedQuizzes,totalQuizzes,totalEvents,totalTrainingsStarted,totalTrainingsCompleted,lessonCompletionRate,quizCompletionRate,scoreRatio,daysSinceLastActivity,avgEventsPerTraining,at_risk
321,10,67,58,4,6,3,4,17,4,2,0.6667,0.75,0.58,16,4.25,0
322,1,93,80,11,12,3,3,30,1,0,0.9167,1.0,0.8,0,30.0,0
323,1,35,64,1,4,1,4,17,2,0,0.25,0.25,0.64,5,8.5,0
324,3,99,94,4,4,3,3,10,1,1,1.0,1.0,0.94,4,10.0,0
325,1,23,59,3,12,1,3,7,3,2,0.25,0.3333,0.59,19,2.3333,0
326,9,39,35,2,5,1,2,4,4,3,0.4,0.5,0.35,21,1.0,1
327,8,36,67,2,6,0,1,14,3,1,0.3333,0.0,0.67,6,4.6667,0
328,2,51,60,4,7,1,2,14,2,0,0.5714,0.5,0.6,7,7.0,0
329,2,85,71,9,11,1,1,19,2,1,0.8182,1.0,0.71,7,9.5,0
330,1,89,93,7,8,1,1,12,2,1,0.875,1.0,0.93,2,6.0,0
331,3,64,71,6,9,1,1,11,2,1,0.6667,1.0,0.71,17,5.5,0
332,2,81,89,9,11,2,3,10,1,0,0.8182,0.6667,0.89,2,10.0,0
333,10,92,77,6,6,1,1,15,4,0,1.0,1.0,0.77,2,3.75,0
334,3,50,80,2,5,2,4,9,2,0,0.4,0.5,0.8,8,4.5,1
335,1,27,60,2,6,0,1,8,1,0,0.3333,0.0,0.6,22,8.0,1
336,6,3,51,0,12,0,2,7,2,1,0.0,0.0,0.51,35,3.5,1
337,2,94,72,9,10,3,3,20,1,0,0.9,1.0,0.72,7,20.0,0
338,5,38,54,4,10,0,1,13,4,2,0.4,0.0,0.54,3,3.25,0
339,8,92,78,7,8,4,4,18,4,0,0.875,1.0,0.78,7,4.5,0
340,5,51,51,3,6,2,4,7,2,1,0.5,0.5,0.51,16,3.5,0
341,9,37,62,4,10,1,2,8,2,1,0.4,0.5,0.62,10,4.0,0
342,8,58,64,4,7,2,3,17,2,1,0.5714,0.6667,0.64,15,8.5,0
343,10,7,25,1,8,0,4,4,3,0,0.125,0.0,0.25,42,1.3333,1
344,4,12,58,1,9,0,2,3,3,1,0.1111,0.0,0.58,14,1.0,1
345,8,0,22,0,7,0,3,4,2,0,0.0,0.0,0.22,27,2.0,1
346,4,43,30,2,5,1,2,2,2,0,0.4,0.5,0.3,16,1.0,1
347,6,90,73,7,8,2,2,30,4,1,0.875,1.0,0.73,5,7.5,0
348,3,98,97,8,8,4,4,22,4,3,1.0,1.0,0.97,0,5.5,0
349,10,65,62,4,6,1,2,7,3,2,0.6667,0.5,0.62,7,2.3333,0
350,5,67,73,7,10,2,3,12,2,1,0.7,0.6667,0.73,5,6.0,0
351,7,51,77,6,11,2,4,6,4,1,0.5455,0.5,0.77,10,1.5,0
352,9,75,84,6,8,2,2,21,2,1,0.75,1.0,0.84,2,10.5,0
353,4,48,62,5,10,1,2,9,3,1,0.5,0.5,0.62,6,3.0,0
354,1,27,32,2,7,1,2,1,4,3,0.2857,0.5,0.32,28,0.25,0
355,8,57,80,6,10,1,2,10,1,0,0.6,0.5,0.8,15,10.0,0
356,1,1,40,0,4,0,1,6,4,3,0.0,0.0,0.4,12,1.5,1
357,10,34,41,3,9,1,2,0,1,0,0.3333,0.5,0.41,40,0.0,1
358,8,70,65,4,5,1,1,5,1,0,0.8,1.0,0.65,9,5.0,0
359,8,72,85,7,10,1,2,24,4,0,0.7,0.5,0.85,7,6.0,0
360,2,59,68,3,5,2,4,8,3,0,0.6,0.5,0.68,6,2.6667,1
361,1,66,99,7,10,2,3,30,4,1,0.7,0.6667,0.99,5,7.5,0
362,8,38,60,2,6,1,2,11,3,1,0.3333,0.5,0.6,14,3.6667,0
363,7,100,82,12,12,3,3,10,1,1,1.0,1.0,0.82,3,10.0,0
364,2,8,53,0,6,0,2,5,4,3,0.0,0.0,0.53,27,1.25,1
365,1,75,78,3,4,2,2,30,2,0,0.75,1.0,0.78,3,15.0,0
366,2,55,54,5,9,1,2,9,4,1,0.5556,0.5,0.54,8,2.25,0
367,2,38,35,2,4,1,3,5,3,0,0.5,0.3333,0.35,29,1.6667,1
368,7,91,70,4,4,3,3,10,1,0,1.0,1.0,0.7,5,10.0,0
369,8,68,97,7,11,1,1,21,4,2,0.6364,1.0,0.97,0,5.25,0
370,3,40,40,4,10,1,2,4,4,3,0.4,0.5,0.4,10,1.0,1
371,6,37,53,4,11,1,4,6,3,2,0.3636,0.25,0.53,16,2.0,0
372,7,49,66,5,11,1,2,11,2,0,0.4545,0.5,0.66,6,5.5,0
373,8,78,94,5,6,3,4,14,3,1,0.8333,0.75,0.94,6,4.6667,0
374,2,80,74,10,12,3,4,10,1,0,0.8333,0.75,0.74,4,10.0,0
375,1,77,93,4,5,3,4,11,4,2,0.8,0.75,0.93,0,2.75,0
376,9,35,56,2,7,1,3,17,2,0,0.2857,0.3333,0.56,17,8.5,0
377,2,44,74,3,7,1,3,14,2,1,0.4286,0.3333,0.74,13,7.0,0
378,3,85,97,5,6,3,3,21,4,2,0.8333,1.0,0.97,2,5.25,0
379,7,72,65,6,8,1,2,6,2,0,0.75,0.5,0.65,8,3.0,0
380,2,98,73,4,4,4,4,25,4,4,1.0,1.0,0.73,1,6.25,0
381,1,67,91,8,12,2,3,23,2,1,0.6667,0.6667,0.91,6,11.5,0
382,9,59,78,6,10,2,4,7,4,0,0.6,0.5,0.78,13,1.75,0
383,6,17,60,1,7,0,2,1,1,0,0.1429,0.0,0.6,27,1.0,1
384,3,37,51,3,7,1,2,10,4,2,0.4286,0.5,0.51,10,2.5,0
385,4,64,58,6,9,2,3,15,3,2,0.6667,0.6667,0.58,14,5.0,0
386,6,95,86,10,10,1,1,28,3,3,1.0,1.0,0.86,7,9.3333,0
387,4,44,77,4,9,0,1,9,3,2,0.4444,0.0,0.77,15,3.0,0
388,6,1,49,0,10,0,2,4,2,0,0.0,0.0,0.49,22,2.0,0
389,8,42,78,2,5,1,2,9,3,2,0.4,0.5,0.78,17,3.0,0
390,3,39,35,2,6,1,2,6,4,3,0.3333,0.5,0.35,39,1.5,1
391,10,74,55,7,9,3,4,17,4,3,0.7778,0.75,0.55,3,4.25,0
392,9,91,95,11,12,3,3,20,1,0,0.9167,1.0,0.95,5,20.0,0
393,1,32,31,3,10,1,4,0,3,2,0.3,0.25,0.31,39,0.0,1
394,1,61,71,5,8,2,4,16,1,0,0.625,0.5,0.71,9,16.0,0
395,8,95,70,6,6,2,2,29,3,3,1.0,1.0,0.7,1,9.6667,0
396,3,66,69,5,7,2,3,16,2,0,0.7143,0.6667,0.69,7,8.0,0
397,1,68,66,8,12,3,4,13,3,1,0.6667,0.75,0.66,12,4.3333,1
398,7,42,74,2,4,2,4,9,2,0,0.5,0.5,0.74,5,4.5,0
399,4,52,75,4,8,1,1,6,3,2,0.5,1.0,0.75,6,2.0,0
400,4,98,79,7,7,1,1,21,1,1,1.0,1.0,0.79,4,21.0,0
401,5,84,91,8,10,3,4,10,1,0,0.8,0.75,0.91,7,10.0,0
402,3,60,71,7,11,1,1,14,1,0,0.6364,1.0,0.71,4,14.0,0
403,6,91,73,5,6,2,2,23,1,0,0.8333,1.0,0.73,3,23.0,1
404,10,21,53,2,9,1,3,4,1,0,0.2222,0.3333,0.53,22,4.0,1
405,7,69,98,8,11,3,4,10,2,1,0.7273,0.75,0.98,3,5.0,0
406,8,35,76,2,5,1,2,7,1,0,0.4,0.5,0.76,8,7.0,0
407,1,35,51,2,7,1,4,7,1,0,0.2857,0.25,0.51,32,7.0,1
408,8,38,79,5,12,1,2,12,4,1,0.4167,0.5,0.79,17,3.0,0
409,5,22,21,2,8,0,2,1,2,1,0.25,0.0,0.21,13,0.5,1
410,8,16,57,1,9,0,1,4,2,0,0.1111,0.0,0.57,38,2.0,1
411,8,78,96,4,5,2,2,27,4,3,0.8,1.0,0.96,4,6.75,0
412,10,10,56,1,12,0,2,1,2,1,0.0833,0.0,0.56,29,0.5,1
413,6,100,72,4,4,2,2,20,4,4,1.0,1.0,0.72,4,5.0,0
414,7,52,69,4,8,1,1,8,4,1,0.5,1.0,0.69,6,2.0,0
415,2,46,76,5,11,2,4,8,4,3,0.4545,0.5,0.76,6,2.0,0
416,10,30,22,3,11,0,1,1,2,0,0.2727,0.0,0.22,44,0.5,1
417,9,9,36,0,4,0,2,5,3,0,0.0,0.0,0.36,24,1.6667,1
418,4,51,67,6,11,2,3,7,2,1,0.5455,0.6667,0.67,6,3.5,0
419,9,50,64,4,9,0,1,12,3,1,0.4444,0.0,0.64,7,4.0,0
420,5,58,53,5,8,1,2,15,4,2,0.625,0.5,0.53,10,3.75,0
421,8,12,26,1,9,0,4,5,3,0,0.1111,0.0,0.26,13,1.6667,1
422,4,89,85,5,6,3,3,13,4,1,0.8333,1.0,0.85,4,3.25,0
423,4,8,26,0,6,0,4,7,3,0,0.0,0.0,0.26,38,2.3333,1
424,10,63,50,7,11,3,4,14,4,2,0.6364,0.75,0.5,8,3.5,0
425,8,77,75,6,8,3,4,23,4,3,0.75,0.75,0.75,4,5.75,0
426,4,6,59,0,6,0,4,2,3,1,0.0,0.0,0.59,17,0.6667,0
427,10,72,75,5,7,2,3,9,3,1,0.7143,0.6667,0.75,6,3.0,0
428,3,93,74,9,10,4,4,20,4,3,0.9,1.0,0.74,3,5.0,0
429,1,57,58,3,5,2,3,10,4,0,0.6,0.6667,0.58,11,2.5,0
430,3,85,79,8,10,1,1,21,1,0,0.8,1.0,0.79,6,21.0,0
431,9,93,94,7,7,2,2,26,2,1,1.0,1.0,0.94,1,13.0,0
432,1,4,23,0,4,0,3,7,2,1,0.0,0.0,0.23,29,3.5,1
433,6,62,63,6,10,2,3,14,4,2,0.6,0.6667,0.63,12,3.5,0
434,2,23,38,1,4,0,1,6,1,0,0.25,0.0,0.38,13,6.0,1
435,9,10,56,1,6,0,1,0,1,0,0.1667,0.0,0.56,15,0.0,1
436,8,39,58,4,9,1,3,6,2,0,0.4444,0.3333,0.58,10,3.0,0
437,1,77,93,7,9,1,1,15,3,2,0.7778,1.0,0.93,5,5.0,0
438,6,32,23,3,8,1,2,6,1,0,0.375,0.5,0.23,26,6.0,1
439,10,69,60,3,4,2,3,13,4,3,0.75,0.6667,0.6,11,3.25,0
440,1,37,68,3,8,1,3,8,1,0,0.375,0.3333,0.68,4,8.0,0
441,6,71,70,7,10,3,4,14,4,0,0.7,0.75,0.7,0,3.5,1
442,7,56,58,4,7,1,1,12,2,0,0.5714,1.0,0.58,14,6.0,0
443,8,89,97,5,6,3,3,30,4,3,0.8333,1.0,0.97,7,7.5,0
444,8,24,50,1,6,0,1,1,4,1,0.1667,0.0,0.5,14,0.25,1
445,3,63,79,7,11,3,4,11,2,1,0.6364,0.75,0.79,12,5.5,1
446,4,57,63,3,5,2,4,8,4,0,0.6,0.5,0.63,14,2.0,0
447,9,2,49,0,6,0,3,5,2,0,0.0,0.0,0.49,23,2.5,1
448,5,12,58,1,7,0,2,5,4,1,0.1429,0.0,0.58,26,1.25,1
449,1,51,56,4,8,2,4,11,1,0,0.5,0.5,0.56,7,11.0,0
450,9,51,59,3,5,2,4,7,1,0,0.6,0.5,0.59,16,7.0,0
451,9,65,98,5,8,1,1,28,1,0,0.625,1.0,0.98,0,28.0,0
452,2,84,73,6,7,2,2,14,1,0,0.8571,1.0,0.73,1,14.0,0
453,4,84,82,5,6,2,2,20,4,1,0.8333,1.0,0.82,0,5.0,0
454,2,26,45,1,5,0,1,5,3,2,0.2,0.0,0.45,32,1.6667,1
455,4,43,67,5,12,1,2,6,2,0,0.4167,0.5,0.67,9,3.0,0
456,10,62,70,4,7,2,4,17,3,0,0.5714,0.5,0.7,7,5.6667,0
457,4,90,86,8,9,3,3,13,3,0,0.8889,1.0,0.86,4,4.3333,0
458,5,40,21,4,11,0,1,6,4,3,0.3636,0.0,0.21,19,1.5,0
459,9,89,75,4,5,1,1,15,3,1,0.8,1.0,0.75,4,5.0,0
460,6,58,56,4,7,2,3,12,3,2,0.5714,0.6667,0.56,16,4.0,0
461,8,76,98,6,8,2,3,23,1,0,0.75,0.6667,0.98,1,23.0,0
462,9,94,90,6,6,1,1,25,2,0,1.0,1.0,0.9,2,12.5,0
463,4,42,26,2,4,2,4,6,1,0,0.5,0.5,0.26,13,6.0,1
464,2,63,54,7,11,2,3,5,2,0,0.6364,0.6667,0.54,10,2.5,0
465,2,99,93,11,11,3,3,12,2,2,1.0,1.0,0.93,4,6.0,0
466,6,75,55,8,11,2,2,11,1,0,0.7273,1.0,0.55,6,11.0,0
467,7,51,75,3,6,2,4,13,3,2,0.5,0.5,0.75,5,4.3333,0
468,7,87,93,10,11,1,1,25,3,0,0.9091,1.0,0.93,0,8.3333,0
469,1,73,54,6,8,1,1,12,3,2,0.75,1.0,0.54,6,4.0,0
470,2,57,51,3,6,2,4,15,3,0,0.5,0.5,0.51,10,5.0,0
471,3,29,44,3,10,0,1,2,2,1,0.3,0.0,0.44,26,1.0,1
472,4,86,80,9,10,3,3,25,4,1,0.9,1.0,0.8,0,6.25,0
473,3,56,58,4,8,2,4,14,4,3,0.5,0.5,0.58,16,3.5,0
474,6,44,60,3,6,1,2,12,2,0,0.5,0.5,0.6,14,6.0,0
475,6,95,96,7,7,1,1,22,3,2,1.0,1.0,0.96,0,7.3333,0
476,4,74,74,3,4,1,2,12,3,2,0.75,0.5,0.74,7,4.0,1
477,7,71,61,4,6,1,1,17,3,2,0.6667,1.0,0.61,6,5.6667,0
478,4,74,59,7,10,1,1,13,4,3,0.7,1.0,0.59,12,3.25,0
479,3,36,74,3,8,0,1,12,4,1,0.375,0.0,0.74,12,3.0,0
480,2,72,77,4,5,3,4,26,2,0,0.8,0.75,0.77,4,13.0,0
481,3,72,62,4,6,1,2,7,1,0,0.6667,0.5,0.62,12,7.0,0
482,8,3,53,0,6,0,1,6,1,0,0.0,0.0,0.53,28,6.0,1
483,9,38,68,3,9,1,2,8,1,0,0.3333,0.5,0.68,14,8.0,0
484,3,37,51,2,6,1,3,2,4,0,0.3333,0.3333,0.51,28,0.5,1
485,8,42,26,3,8,2,4,1,4,1,0.375,0.5,0.26,42,0.25,1
486,10,76,82,9,12,1,1,15,1,0,0.75,1.0,0.82,4,15.0,0
487,2,32,51,2,5,0,1,5,1,0,0.4,0.0,0.51,20,5.0,1
488,7,65,99,6,10,2,3,16,3,0,0.6,0.6667,0.99,2,5.3333,0
489,6,53,54,5,9,1,1,14,3,2,0.5556,1.0,0.54,5,4.6667,0
490,3,67,60,6,9,1,1,10,1,0,0.6667,1.0,0.6,14,10.0,0
491,2,87,91,5,6,3,3,29,1,0,0.8333,1.0,0.91,5,29.0,0
492,5,74,92,6,8,1,1,25,3,2,0.75,1.0,0.92,4,8.3333,1
493,1,78,88,8,10,1,1,19,4,0,0.8,1.0,0.88,1,4.75,0
494,1,37,72,3,7,1,3,16,2,0,0.4286,0.3333,0.72,5,8.0,1
495,2,77,82,7,9,2,2,20,2,0,0.7778,1.0,0.82,1,10.0,1
496,1,92,100,10,11,4,4,30,4,0,0.9091,1.0,1.0,0,7.5,0
497,1,89,72,8,9,1,1,21,1,0,0.8889,1.0,0.72,1,21.0,0
498,3,62,67,7,12,2,3,11,3,1,0.5833,0.6667,0.67,17,3.6667,0
499,1,66,85,7,10,1,2,29,4,1,0.7,0.5,0.85,4,7.25,0
500,9,67,99,3,5,1,1,13,4,0,0.6,1.0,0.99,5,3.25,0
501,2,73,87,4,6,1,1,24,1,0,0.6667,1.0,0.87,3,24.0,0
502,7,85,74,5,6,3,3,29,3,2,0.8333,1.0,0.74,4,9.6667,0
503,9,29,54,3,12,1,3,0,1,0,0.25,0.3333,0.54,24,0.0,1
504,3,38,55,2,4,2,4,17,4,3,0.5,0.5,0.55,13,4.25,0
505,6,60,50,7,11,2,3,8,1,0,0.6364,0.6667,0.5,15,8.0,0
506,4,13,48,1,8,1,4,1,4,3,0.125,0.25,0.48,16,0.25,1
507,5,61,55,3,5,1,2,8,1,0,0.6,0.5,0.55,9,8.0,0
508,4,70,83,3,4,2,3,15,2,0,0.75,0.6667,0.83,7,7.5,0
509,4,64,78,6,9,3,4,8,1,0,0.6667,0.75,0.78,14,8.0,0
510,2,28,56,2,6,1,2,4,1,0,0.3333,0.5,0.56,20,4.0,0
511,10,62,51,4,7,1,2,15,1,0,0.5714,0.5,0.51,7,15.0,0
512,2,65,72,4,6,2,3,24,2,0,0.6667,0.6667,0.72,1,12.0,0
513,9,73,100,5,7,1,1,17,4,1,0.7143,1.0,1.0,6,4.25,0
514,2,63,72,4,6,2,3,14,3,2,0.6667,0.6667,0.72,11,4.6667,0
515,5,76,89,6,8,1,1,19,1,0,0.75,1.0,0.89,5,19.0,0
516,2,42,50,2,4,0,1,6,2,0,0.5,0.0,0.5,12,3.0,0
517,1,64,67,5,8,1,2,11,1,0,0.625,0.5,0.67,11,11.0,0
518,5,70,64,5,7,3,4,5,1,0,0.7143,0.75,0.64,4,5.0,0
519,10,3,49,0,8,0,2,0,4,0,0.0,0.0,0.49,21,0.0,0
520,5,3,53,0,9,0,2,4,3,2,0.0,0.0,0.53,42,1.3333,1
521,7,70,53,6,8,1,1,6,4,1,0.75,1.0,0.53,4,1.5,1
522,10,32,42,2,7,1,4,1,4,3,0.2857,0.25,0.42,31,0.25,1
523,5,67,99,7,11,2,3,15,3,0,0.6364,0.6667,0.99,3,5.0,0
524,5,49,67,3,7,0,1,15,2,1,0.4286,0.0,0.67,16,7.5,0
525,6,71,73,7,10,3,4,20,2,1,0.7,0.75,0.73,5,10.0,0
526,2,66,77,6,9,3,4,11,1,0,0.6667,0.75,0.77,3,11.0,1
527,1,55,67,3,6,1,1,17,2,1,0.5,1.0,0.67,11,8.5,0
528,7,46,68,5,11,1,2,12,1,0,0.4545,0.5,0.68,15,12.0,0
529,4,51,54,5,9,2,3,10,1,0,0.5556,0.6667,0.54,8,10.0,1
530,9,78,85,9,11,3,4,18,3,0,0.8182,0.75,0.85,5,6.0,0
531,6,99,74,8,8,2,2,20,4,3,1.0,1.0,0.74,6,5.0,0
532,6,73,79,7,9,2,3,10,1,0,0.7778,0.6667,0.79,10,10.0,0
533,3,29,21,2,7,1,3,6,4,3,0.2857,0.3333,0.21,18,1.5,1
534,8,63,76,3,4,1,1,11,4,1,0.75,1.0,0.76,4,2.75,0
535,6,18,41,1,4,1,4,2,4,2,0.25,0.25,0.41,22,0.5,1
536,8,40,66,4,9,2,4,11,2,1,0.4444,0.5,0.66,3,5.5,0
537,3,67,96,3,4,3,4,28,2,0,0.75,0.75,0.96,2,14.0,0
538,2,41,71,3,7,1,2,16,4,2,0.4286,0.5,0.71,4,4.0,0
539,10,71,80,7,10,2,3,8,3,0,0.7,0.6667,0.8,9,2.6667,0
540,10,76,88,5,6,2,2,16,2,1,0.8333,1.0,0.88,4,8.0,1
541,2,6,33,1,11,0,2,6,3,2,0.0909,0.0,0.33,10,2.0,1
542,10,63,69,7,11,1,1,5,1,0,0.6364,1.0,0.69,3,5.0,0
543,7,43,21,5,11,1,2,0,4,1,0.4545,0.5,0.21,10,0.0,1
544,5,91,93,6,7,1,1,26,1,0,0.8571,1.0,0.93,0,26.0,0
545,7,37,38,3,8,1,2,4,4,2,0.375,0.5,0.38,27,1.0,1
546,4,19,37,2,8,1,3,1,4,1,0.25,0.3333,0.37,41,0.25,1
547,6,41,43,3,7,1,3,6,1,0,0.4286,0.3333,0.43,29,6.0,1
548,8,87,85,5,6,3,3,22,4,0,0.8333,1.0,0.85,2,5.5,0
549,6,5,29,0,9,0,2,6,4,1,0.0,0.0,0.29,35,1.5,1
550,4,50,50,6,12,1,2,13,4,2,0.5,0.5,0.5,12,3.25,0
551,8,68,64,5,8,1,2,11,4,2,0.625,0.5,0.64,7,2.75,0
552,8,41,50,2,6,2,4,5,4,0,0.3333,0.5,0.5,42,1.25,1
553,9,23,54,2,10,1,3,5,2,1,0.2,0.3333,0.54,13,2.5,1
554,6,78,95,8,10,1,1,20,2,0,0.8,1.0,0.95,7,10.0,1
555,1,41,59,3,8,0,1,12,1,0,0.375,0.0,0.59,14,12.0,0
556,9,13,50,1,5,0,1,4,4,1,0.2,0.0,0.5,29,1.0,1
557,3,74,80,7,9,1,2,6,1,0,0.7778,0.5,0.8,5,6.0,0
558,9,41,66,4,9,1,3,8,1,0,0.4444,0.3333,0.66,7,8.0,0
559,8,52,65,4,8,2,4,14,3,1,0.5,0.5,0.65,10,4.6667,0
560,9,44,52,2,5,1,2,0,2,1,0.4,0.5,0.52,40,0.0,1
561,9,73,79,4,5,3,4,19,2,0,0.8,0.75,0.79,7,9.5,0
562,2,45,54,5,11,1,2,5,4,2,0.4545,0.5,0.54,4,1.25,0
563,8,41,52,4,9,1,3,3,1,0,0.4444,0.3333,0.52,44,3.0,1
564,5,2,33,0,7,0,2,7,2,0,0.0,0.0,0.33,18,3.5,0
565,5,39,32,5,12,1,3,2,2,1,0.4167,0.3333,0.32,43,1.0,1
566,3,80,99,3,4,2,3,10,3,0,0.75,0.6667,0.99,6,3.3333,0
567,7,44,62,2,5,1,2,11,3,0,0.4,0.5,0.62,7,3.6667,0
568,9,49,54,4,9,1,3,9,2,1,0.4444,0.3333,0.54,15,4.5,0
569,3,20,36,1,6,1,3,3,3,2,0.1667,0.3333,0.36,33,1.0,1
570,9,72,73,9,12,2,3,30,3,1,0.75,0.6667,0.73,6,10.0,0
571,5,2,23,0,9,0,2,2,4,2,0.0,0.0,0.23,17,0.5,1
572,6,30,27,3,10,0,1,0,3,2,0.3,0.0,0.27,25,0.0,1
573,3,11,51,1,7,0,2,8,1,0,0.1429,0.0,0.51,20,8.0,1
574,6,76,85,4,5,3,4,28,2,1,0.8,0.75,0.85,1,14.0,1
575,9,21,56,1,5,0,1,6,2,0,0.2,0.0,0.56,18,3.0,0
576,4,40,53,2,5,1,2,16,2,1,0.4,0.5,0.53,11,8.0,0
577,7,36,56,1,4,1,2,2,4,2,0.25,0.5,0.56,23,0.5,1
578,9,91,100,4,4,1,1,25,2,0,1.0,1.0,1.0,3,12.5,0
579,2,27,45,2,9,1,2,3,3,0,0.2222,0.5,0.45,22,1.0,1
580,7,24,60,1,4,1,4,2,2,1,0.25,0.25,0.6,24,1.0,0
581,1,4,30,0,4,0,2,5,4,2,0.0,0.0,0.3,24,1.25,1
582,1,48,75,2,5,1,3,16,3,2,0.4,0.3333,0.75,9,5.3333,0
583,9,40,54,5,12,2,4,7,2,1,0.4167,0.5,0.54,41,3.5,1
584,9,54,67,6,12,2,3,13,4,0,0.5,0.6667,0.67,10,3.25,0
585,5,27,30,3,11,1,4,6,1,0,0.2727,0.25,0.3,29,6.0,1
586,8,62,67,3,5,2,4,7,3,2,0.6,0.5,0.67,16,2.3333,0
587,5,67,70,7,10,3,4,11,1,0,0.7,0.75,0.7,6,11.0,0
588,9,38,56,3,8,0,1,16,4,3,0.375,0.0,0.56,6,4.0,0
589,4,66,63,7,11,1,1,14,3,1,0.6364,1.0,0.63,5,4.6667,0
590,5,12,29,1,6,0,2,1,4,1,0.1667,0.0,0.29,15,0.25,1
591,4,80,94,5,6,1,1,20,1,0,0.8333,1.0,0.94,6,20.0,0
592,4,17,59,1,6,1,3,6,3,2,0.1667,0.3333,0.59,24,2.0,1
593,4,90,95,7,8,2,2,12,4,2,0.875,1.0,0.95,6,3.0,0
594,1,77,86,5,6,3,4,29,1,0,0.8333,0.75,0.86,5,29.0,0
595,10,35,56,4,12,1,2,9,1,0,0.3333,0.5,0.56,13,9.0,0
596,1,57,70,2,4,2,3,15,3,1,0.5,0.6667,0.7,10,5.0,0
597,2,72,85,3,4,1,2,15,1,0,0.75,0.5,0.85,1,15.0,0
598,5,28,30,3,9,1,4,8,3,2,0.3333,0.25,0.3,37,2.6667,1
599,2,47,62,2,5,0,1,10,1,0,0.4,0.0,0.62,17,10.0,0
600,3,19,45,2,11,1,4,4,3,0,0.1818,0.25,0.45,13,1.3333,1
